id_producto,id_cliente,tipo_producto,estado_producto,fecha_apertura,fecha_vencimiento,saldo_actual,limite_credito,tasa_interes,moneda,sucursal_apertura
1559,596C0EAC,Cuenta Ahorros,Inactivo,2020-10-16,,45743.53,0,0,ARS,Sucursal 13 - Centro
1560,596C0EAC,Seguro Automóvil,Cancelado,2023-07-05,,81069.41,0,0,PEN,Sucursal 7 - Norte
1561,90586CE6,CDT,Cancelado,2023-12-03,2025-02-26,63269.07,0,20.54,GBP,Sucursal 16 - Centro
1562,90586CE6,Fondo Mutuo,Cerrado,2020-07-08,2021-11-29,634.71,0,17.18,CLP,Sucursal 13 - Centro
1563,35C7D2F8,Cuenta Ahorros,Vencido,2022-02-03,,87906.05,0,0,GBP,Sucursal 8 - Oeste
1564,35C7D2F8,Cuenta Corriente,En proceso de aprobación,2019-04-03,,54160.11,0,0,ARS,Sucursal 14 - Norte
1565,A1255038,Tarjeta Crédito,En proceso de aprobación,2020-02-19,2021-10-30,12158.64,16012.78,20.82,JPY,Sucursal 7 - Norte
1566,A1255038,Fondo Mutuo,En proceso de aprobación,2020-07-04,2021-06-01,43744.12,0,11.13,USD,Sucursal 2 - Sur
1567,341E53B2,Cuenta Corriente,Activo,2023-09-03,,36577.7,0,0,JPY,Sucursal 14 - Norte
1568,8347BDAB,Cuenta Corriente,Inactivo,2018-03-28,,79616.48,0,0,ARS,Sucursal 6 - Oeste
1569,8347BDAB,Cuenta Ahorros,Vencido,2019-03-18,,39410.78,0,0,MXN,Sucursal 13 - Centro
1570,8347BDAB,Préstamo Hipotecario,Cancelado,2020-01-25,2022-06-06,27195.81,66191.28,4.13,PEN,Sucursal 2 - Sur
1571,8347BDAB,Inversión a Plazo,Bloqueado,2023-03-08,2024-01-08,71198.89,0,10.22,EUR,Sucursal 3 - Este
1572,E3EF607D,Préstamo Hipotecario,En proceso de aprobación,2019-08-09,2021-08-14,22230.73,42398.51,16.63,PEN,Sucursal 1 - Oeste
1573,E3EF607D,Préstamo Automotriz,En proceso de aprobación,2021-02-04,2025-05-02,3354.72,9210.9,6.72,GBP,Sucursal 6 - Oeste
1574,CA855132,Cuenta Ahorros,Vencido,2023-06-21,,37245.21,0,0,ARS,Sucursal 4 - Norte
1575,CA855132,Cuenta Ahorros,Cerrado,2021-01-01,,54258.78,0,0,JPY,Sucursal 6 - Oeste
1576,CA855132,Cuenta Corriente,Vencido,2022-02-18,,89729.48,0,0,USD,Sucursal 9 - Centro
1577,FDDF8265,Cuenta Ahorros,Inactivo,2022-07-19,,79265.32,0,0,PEN,Sucursal 13 - Centro
1578,FDDF8265,Fondo Mutuo,Bloqueado,2021-02-10,2022-10-19,7535.28,0,13.34,BRL,Sucursal 13 - Centro
1579,FDDF8265,Inversión a Plazo,Cerrado,2019-06-03,2019-08-14,87243.0,0,18.44,GBP,Sucursal 14 - Norte
1580,17E9798F,Seguro Automóvil,Bloqueado,2020-03-02,,65979.29,0,0,GBP,Sucursal 7 - Norte
1581,17E9798F,Leasing,En proceso de aprobación,2022-04-15,,77884.65,0,0,EUR,Sucursal 19 - Norte
1582,614AAAEB,CDT,Inactivo,2023-09-28,2026-04-09,33451.82,0,9.59,CLP,Sucursal 17 - Norte
1583,614AAAEB,Fondo Mutuo,Bloqueado,2020-10-23,2021-05-14,78790.35,0,6.59,CLP,Sucursal 13 - Centro
1584,AF44DEA2,Préstamo Personal,Activo,2018-02-22,2020-10-22,47506.14,108647.55,9.2,MXN,Sucursal 9 - Centro
1585,AF44DEA2,Fondo Mutuo,Vencido,2023-12-16,2025-01-04,80124.25,0,4.21,BRL,Sucursal 13 - Centro
1586,2B8DA230,Leasing,Cerrado,2022-10-03,,26929.56,0,0,EUR,Sucursal 1 - Oeste
1587,2B8DA230,Préstamo Automotriz,Bloqueado,2019-10-10,2023-06-16,26286.4,59555.72,24.16,JPY,Sucursal 6 - Oeste
1588,2B8DA230,Cuenta Corriente,Cancelado,2020-09-02,,82420.7,0,0,BRL,Sucursal 2 - Sur
1589,8F19C57D,CDT,Vencido,2018-06-27,2021-06-19,7475.61,0,0.86,BRL,Sucursal 1 - Oeste
1590,8F19C57D,Seguro Vida,Bloqueado,2019-06-13,,7530.32,0,0,ARS,Sucursal 12 - Sur
1591,352C6028,Seguro Hogar,Activo,2021-02-13,,27362.15,0,0,JPY,Sucursal 13 - Centro
1592,352C6028,CDT,Bloqueado,2019-09-22,2021-06-23,35109.36,0,23.53,EUR,Sucursal 20 - Este
1593,AF377CC5,Fondo Mutuo,Cancelado,2022-08-09,2024-03-06,4807.7,0,9.79,ARS,Sucursal 5 - Oeste
1594,AF377CC5,CDT,Moroso,2022-01-23,2023-11-05,54225.94,0,1.94,EUR,Sucursal 4 - Norte
1595,58FAED34,Préstamo Hipotecario,Activo,2023-08-04,2025-11-02,13723.31,18850.78,15.5,ARS,Sucursal 17 - Norte
1596,58FAED34,Fondo Mutuo,Inactivo,2019-03-28,2019-08-08,29048.28,0,24.85,BRL,Sucursal 19 - Norte
1597,58FAED34,CDT,Activo,2020-09-14,2020-10-14,76142.11,0,5.19,COP,Sucursal 3 - Este
1598,58FAED34,Cuenta Ahorros,Vencido,2021-01-31,,46726.53,0,0,BRL,Sucursal 8 - Oeste
1599,58FAED34,Tarjeta Crédito,En proceso de aprobación,2018-04-18,2021-03-14,27169.05,33301.33,4.66,GBP,Sucursal 15 - Sur
1600,AAAEA65C,Inversión a Plazo,Inactivo,2020-07-30,2023-07-05,92792.52,0,18.25,GBP,Sucursal 1 - Oeste
1601,84F1CE0B,Tarjeta Crédito,Cerrado,2019-06-18,2022-01-18,28705.7,56581.78,21.72,USD,Sucursal 20 - Este
1602,84F1CE0B,Cuenta Ahorros,En proceso de aprobación,2018-12-05,,47957.63,0,0,JPY,Sucursal 2 - Sur
1603,84F1CE0B,Tarjeta Crédito,Activo,2021-03-14,2021-09-24,27415.43,64684.44,10.68,EUR,Sucursal 11 - Centro
1604,84F1CE0B,Fondo Mutuo,En proceso de aprobación,2019-06-09,2019-11-17,57053.49,0,7.64,PEN,Sucursal 4 - Norte
1605,634A6AA8,Leasing,Cerrado,2021-12-26,,29588.92,0,0,COP,Sucursal 14 - Norte
1606,634A6AA8,Préstamo Personal,En proceso de aprobación,2022-08-01,2026-01-16,29671.21,84992.74,8.44,GBP,Sucursal 6 - Oeste
1607,634A6AA8,Cuenta Corriente,Activo,2023-12-28,,83469.75,0,0,JPY,Sucursal 8 - Oeste
1608,634A6AA8,Cuenta Ahorros,En proceso de aprobación,2019-11-13,,74382.3,0,0,PEN,Sucursal 20 - Este
1609,4F9D0C22,Seguro Automóvil,En proceso de aprobación,2018-11-11,,34373.37,0,0,MXN,Sucursal 15 - Sur
1610,4F9D0C22,Préstamo Hipotecario,Cerrado,2019-09-08,2021-07-08,21019.74,58536.89,3.66,GBP,Sucursal 3 - Este
1611,4F9D0C22,Tarjeta Crédito,Cerrado,2018-04-08,2020-01-31,45266.06,94285.84,7.66,PEN,Sucursal 13 - Centro
1612,4F9D0C22,Cuenta Corriente,Vencido,2019-12-18,,9541.16,0,0,MXN,Sucursal 15 - Sur
1613,A532C445,Tarjeta Crédito,En proceso de aprobación,2019-03-30,2022-08-18,25553.08,53720.1,3.62,PEN,Sucursal 11 - Centro
1614,A532C445,Cuenta Corriente,Cancelado,2018-12-15,,49425.25,0,0,EUR,Sucursal 12 - Sur
1615,A532C445,Inversión a Plazo,Moroso,2019-08-08,2019-12-23,32982.96,0,14.44,CLP,Sucursal 4 - Norte
1616,A532C445,Préstamo Personal,Cerrado,2019-10-09,2022-06-21,49218.67,106662.94,16.74,CLP,Sucursal 6 - Oeste
1617,A532C445,Fondo Mutuo,Cancelado,2018-07-20,2021-03-04,76802.97,0,14.63,ARS,Sucursal 5 - Oeste
1618,36DAE3FC,Cuenta Ahorros,Cerrado,2019-04-08,,56297.05,0,0,MXN,Sucursal 18 - Oeste
1619,36DAE3FC,Préstamo Personal,En proceso de aprobación,2018-09-01,2021-02-26,34268.14,59738.95,11.85,EUR,Sucursal 5 - Oeste
1620,36DAE3FC,Seguro Vida,Activo,2019-05-23,,22654.05,0,0,PEN,Sucursal 16 - Centro
1621,36DAE3FC,Préstamo Personal,Vencido,2023-05-16,2027-03-05,21462.82,51712.37,0.79,COP,Sucursal 2 - Sur
1622,538326CB,Seguro Hogar,Bloqueado,2020-01-10,,53809.41,0,0,EUR,Sucursal 13 - Centro
1623,538326CB,Seguro Vida,Activo,2020-11-20,,11767.45,0,0,PEN,Sucursal 3 - Este
1624,AC671C6E,Préstamo Personal,Inactivo,2022-10-30,2024-01-28,6014.68,12997.18,22.61,USD,Sucursal 3 - Este
1625,AC671C6E,Tarjeta Crédito,Moroso,2020-10-01,2022-06-21,47011.56,75370.33,15.99,BRL,Sucursal 18 - Oeste
1626,AC671C6E,Leasing,Bloqueado,2020-06-25,,9722.95,0,0,PEN,Sucursal 4 - Norte
1627,AC671C6E,Cuenta Corriente,Cancelado,2020-01-29,,9118.56,0,0,PEN,Sucursal 7 - Norte
1628,AC671C6E,Tarjeta Crédito,Moroso,2019-10-18,2023-04-30,1911.06,3107.58,14.09,MXN,Sucursal 13 - Centro
1629,A13E800E,Inversión a Plazo,Bloqueado,2022-03-27,2024-09-23,77409.38,0,24.95,COP,Sucursal 5 - Oeste
1630,A13E800E,Tarjeta Crédito,Bloqueado,2022-08-14,2023-11-16,24412.53,69513.26,6.75,JPY,Sucursal 2 - Sur
1631,A13E800E,Préstamo Hipotecario,En proceso de aprobación,2018-08-20,2020-02-17,3376.8,9369.18,14.92,CLP,Sucursal 12 - Sur
1632,A13E800E,Seguro Vida,Moroso,2019-03-14,,49520.92,0,0,PEN,Sucursal 9 - Centro
1633,A13E800E,Cuenta Corriente,Vencido,2019-09-20,,32070.34,0,0,PEN,Sucursal 1 - Oeste
1634,2106C95D,Tarjeta Crédito,Cerrado,2021-01-26,2024-10-23,10447.23,13097.99,22.55,ARS,Sucursal 11 - Centro
1635,2106C95D,Seguro Hogar,En proceso de aprobación,2018-12-03,,7979.29,0,0,COP,Sucursal 8 - Oeste
1636,386CADA2,Inversión a Plazo,Inactivo,2021-09-29,2022-03-24,12017.95,0,0.92,EUR,Sucursal 3 - Este
1637,FCD14C0C,CDT,Moroso,2023-05-25,2025-06-23,85039.97,0,2.04,PEN,Sucursal 19 - Norte
1638,FCD14C0C,Seguro Vida,Cerrado,2020-12-31,,87143.71,0,0,GBP,Sucursal 13 - Centro
1639,B955F762,Leasing,Vencido,2020-12-20,,3998.97,0,0,EUR,Sucursal 6 - Oeste
1640,B955F762,Cuenta Corriente,Inactivo,2021-11-20,,63322.49,0,0,COP,Sucursal 19 - Norte
1641,B955F762,Seguro Automóvil,Activo,2022-04-11,,66280.18,0,0,BRL,Sucursal 6 - Oeste
1642,B955F762,Tarjeta Crédito,Moroso,2019-09-04,2020-05-24,40762.98,84137.01,18.58,EUR,Sucursal 14 - Norte
1643,D6DB973C,Leasing,Cancelado,2023-10-24,,61197.09,0,0,JPY,Sucursal 2 - Sur
1644,D6DB973C,Cuenta Corriente,Cerrado,2019-07-02,,69009.29,0,0,CLP,Sucursal 5 - Oeste
1645,D6DB973C,Seguro Hogar,Moroso,2019-09-25,,4673.89,0,0,BRL,Sucursal 5 - Oeste
1646,D6DB973C,Préstamo Automotriz,Activo,2022-02-26,2024-09-06,30388.09,71009.74,18.2,COP,Sucursal 6 - Oeste
1647,577B55B0,Fondo Mutuo,En proceso de aprobación,2020-03-28,2020-12-11,26272.22,0,7.99,PEN,Sucursal 14 - Norte
1648,577B55B0,Seguro Automóvil,Vencido,2019-06-01,,38425.69,0,0,JPY,Sucursal 20 - Este
1649,577B55B0,Inversión a Plazo,Moroso,2018-10-27,2020-02-28,18767.54,0,2.42,EUR,Sucursal 18 - Oeste
1650,80A1507F,Inversión a Plazo,Inactivo,2019-08-01,2019-09-20,32387.95,0,23.35,PEN,Sucursal 13 - Centro
1651,80A1507F,Seguro Hogar,Cancelado,2018-12-20,,27785.37,0,0,ARS,Sucursal 14 - Norte
1652,80A1507F,CDT,Cancelado,2020-09-07,2022-01-24,20018.29,0,5.61,USD,Sucursal 18 - Oeste
1653,8079FF28,Cuenta Ahorros,Inactivo,2022-11-18,,15999.65,0,0,ARS,Sucursal 18 - Oeste
1654,8079FF28,Préstamo Personal,Cancelado,2022-06-03,2023-07-03,19796.11,46993.93,22.51,COP,Sucursal 9 - Centro
1655,E971964C,Fondo Mutuo,Activo,2019-12-12,2021-10-09,57321.55,0,22.51,ARS,Sucursal 11 - Centro
1656,E971964C,Fondo Mutuo,En proceso de aprobación,2019-07-01,2019-11-01,20286.73,0,7.25,JPY,Sucursal 14 - Norte
1657,E971964C,Préstamo Personal,Bloqueado,2022-12-18,2026-11-29,10347.86,24679.53,23.95,JPY,Sucursal 19 - Norte
1658,54DB6CB3,Préstamo Personal,Vencido,2018-04-22,2019-02-27,32348.87,46746.67,2.94,BRL,Sucursal 15 - Sur
1659,54DB6CB3,Préstamo Hipotecario,Inactivo,2023-08-30,2027-01-03,16095.46,23788.43,24.06,GBP,Sucursal 17 - Norte
1660,54DB6CB3,Préstamo Hipotecario,Activo,2020-09-07,2021-04-22,13230.02,38039.1,4.54,EUR,Sucursal 4 - Norte
1661,54DB6CB3,Cuenta Corriente,Cerrado,2021-11-17,,48191.06,0,0,MXN,Sucursal 2 - Sur
1662,03A729C6,Fondo Mutuo,Cancelado,2021-10-11,2022-11-28,73418.94,0,16.64,JPY,Sucursal 12 - Sur
1663,03A729C6,Inversión a Plazo,Cancelado,2023-10-07,2024-12-22,71183.05,0,9.41,CLP,Sucursal 17 - Norte
1664,03A729C6,Préstamo Automotriz,En proceso de aprobación,2018-01-22,2020-06-24,13185.06,29746.12,8.95,ARS,Sucursal 1 - Oeste
1665,03A729C6,Seguro Automóvil,Vencido,2020-06-28,,53582.1,0,0,GBP,Sucursal 6 - Oeste
1666,03A729C6,Préstamo Automotriz,Activo,2023-11-05,2027-03-29,14803.91,26472.97,8.79,BRL,Sucursal 20 - Este
1667,888779CD,CDT,Vencido,2022-01-23,2023-09-02,59667.1,0,12.52,USD,Sucursal 6 - Oeste
1668,888779CD,Seguro Automóvil,Activo,2018-04-22,,71398.03,0,0,CLP,Sucursal 2 - Sur
1669,888779CD,Préstamo Automotriz,Vencido,2023-03-14,2025-12-05,26074.43,41242.49,9.72,USD,Sucursal 6 - Oeste
1670,888779CD,Cuenta Corriente,Cerrado,2019-02-09,,34301.02,0,0,EUR,Sucursal 11 - Centro
1671,888779CD,Leasing,Inactivo,2023-05-09,,1858.6,0,0,PEN,Sucursal 1 - Oeste
1672,408C3EAC,Seguro Hogar,Inactivo,2023-06-08,,66049.86,0,0,PEN,Sucursal 20 - Este
1673,408C3EAC,Préstamo Hipotecario,Cerrado,2018-07-01,2020-09-12,19005.96,24501.31,5.8,EUR,Sucursal 10 - Norte
1674,408C3EAC,Leasing,Cancelado,2022-12-03,,24753.85,0,0,MXN,Sucursal 1 - Oeste
1675,408C3EAC,CDT,Moroso,2022-01-20,2022-06-10,10744.94,0,11.91,MXN,Sucursal 11 - Centro
1676,408C3EAC,Seguro Vida,Activo,2023-02-26,,83910.42,0,0,BRL,Sucursal 1 - Oeste
1677,DA9B39EB,Préstamo Personal,Cerrado,2021-09-12,2026-06-23,36395.34,75878.22,5.56,ARS,Sucursal 20 - Este
1678,033D6850,Seguro Vida,En proceso de aprobación,2022-01-06,,29177.6,0,0,ARS,Sucursal 14 - Norte
1679,B72925D3,Cuenta Corriente,Vencido,2023-09-30,,42265.27,0,0,USD,Sucursal 10 - Norte
1680,B72925D3,Préstamo Personal,Cerrado,2018-08-05,2021-06-13,16644.79,48711.97,21.86,PEN,Sucursal 9 - Centro
1681,DB0F86CE,Leasing,Vencido,2019-07-17,,16645.26,0,0,JPY,Sucursal 6 - Oeste
1682,1C6691B7,Préstamo Personal,Moroso,2019-02-19,2023-08-12,6808.88,19165.92,5.55,COP,Sucursal 7 - Norte
1683,1C6691B7,Leasing,Cerrado,2023-06-02,,86388.61,0,0,PEN,Sucursal 15 - Sur
1684,1C6691B7,Inversión a Plazo,Cerrado,2018-07-20,2020-12-10,92387.41,0,13.81,MXN,Sucursal 10 - Norte
1685,F0CCA2F0,Préstamo Hipotecario,En proceso de aprobación,2021-10-06,2026-09-10,35194.79,45265.09,22.33,ARS,Sucursal 19 - Norte
1686,F0CCA2F0,CDT,Inactivo,2020-05-27,2021-09-11,90585.87,0,20.79,JPY,Sucursal 14 - Norte
1687,F0CCA2F0,Préstamo Hipotecario,Vencido,2020-12-17,2022-08-02,31403.02,85280.82,14.99,JPY,Sucursal 8 - Oeste
1688,F0CCA2F0,Seguro Vida,Vencido,2019-03-25,,18701.37,0,0,GBP,Sucursal 19 - Norte
1689,017A9850,Cuenta Corriente,Cancelado,2018-12-30,,85597.17,0,0,COP,Sucursal 18 - Oeste
1690,DCBBAEF4,CDT,Bloqueado,2022-04-24,2024-05-01,41044.87,0,15.16,USD,Sucursal 17 - Norte
1691,DCBBAEF4,Seguro Vida,Cancelado,2022-05-18,,31126.43,0,0,BRL,Sucursal 15 - Sur
1692,DCBBAEF4,Seguro Hogar,Bloqueado,2020-08-23,,52794.5,0,0,COP,Sucursal 1 - Oeste
1693,55A9EFAF,Cuenta Ahorros,Moroso,2022-10-31,,55949.61,0,0,PEN,Sucursal 7 - Norte
1694,55A9EFAF,Seguro Automóvil,Inactivo,2023-12-17,,84866.92,0,0,USD,Sucursal 16 - Centro
1695,55A9EFAF,Cuenta Ahorros,Bloqueado,2019-07-16,,73599.0,0,0,JPY,Sucursal 20 - Este
1696,6D226667,Cuenta Ahorros,Activo,2019-09-20,,70332.62,0,0,EUR,Sucursal 14 - Norte
1697,6D226667,Préstamo Automotriz,Vencido,2020-03-12,2025-02-02,15991.74,23347.49,9.51,GBP,Sucursal 16 - Centro
1698,6D226667,Cuenta Corriente,Cerrado,2018-06-07,,28911.69,0,0,USD,Sucursal 13 - Centro
1699,5C95BDB4,Seguro Vida,Vencido,2020-02-15,,19.28,0,0,COP,Sucursal 9 - Centro
1700,5C95BDB4,Seguro Automóvil,Bloqueado,2022-02-27,,22580.73,0,0,GBP,Sucursal 3 - Este
1701,5C95BDB4,CDT,En proceso de aprobación,2022-12-31,2024-12-14,27928.14,0,11.36,MXN,Sucursal 3 - Este
1702,4769735D,Seguro Hogar,Vencido,2021-07-13,,55793.37,0,0,BRL,Sucursal 8 - Oeste
1703,4769735D,Tarjeta Crédito,Cerrado,2019-01-30,2023-09-16,24496.72,59714.77,18.72,BRL,Sucursal 12 - Sur
1704,4769735D,Seguro Vida,Activo,2021-03-03,,43800.54,0,0,USD,Sucursal 17 - Norte
1705,4769735D,Seguro Hogar,Activo,2022-01-26,,11118.35,0,0,CLP,Sucursal 10 - Norte
1706,4769735D,Préstamo Automotriz,Activo,2018-09-06,2019-09-14,5916.02,13897.97,2.2,EUR,Sucursal 1 - Oeste
1707,8ECD9C58,Tarjeta Crédito,Inactivo,2019-08-28,2023-06-22,44768.16,123145.32,18.39,JPY,Sucursal 7 - Norte
1708,8ECD9C58,Cuenta Ahorros,Inactivo,2022-03-30,,55073.24,0,0,GBP,Sucursal 7 - Norte
1709,8ECD9C58,Tarjeta Crédito,Bloqueado,2023-01-18,2025-06-18,4720.09,8398.81,20.51,PEN,Sucursal 3 - Este
1710,8ECD9C58,Préstamo Automotriz,Cancelado,2019-03-24,2020-10-05,11545.41,24111.64,2.34,GBP,Sucursal 13 - Centro
1711,01C7E0FD,Tarjeta Crédito,Cerrado,2018-10-05,2019-11-21,15139.54,35602.22,9.09,CLP,Sucursal 7 - Norte
1712,01C7E0FD,Préstamo Hipotecario,Cancelado,2023-06-03,2024-11-12,26690.04,54828.41,9.45,COP,Sucursal 11 - Centro
1713,2B702255,Préstamo Hipotecario,Bloqueado,2019-05-07,2024-04-23,27994.83,44159.76,6.58,PEN,Sucursal 8 - Oeste
1714,9C92AB89,Seguro Vida,Vencido,2023-05-18,,39302.66,0,0,ARS,Sucursal 16 - Centro
1715,9C92AB89,Tarjeta Crédito,Cerrado,2018-04-05,2020-04-14,22002.5,53537.8,20.77,USD,Sucursal 19 - Norte
1716,2B05D082,Préstamo Automotriz,Activo,2019-07-16,2023-12-30,30779.09,37698.6,20.93,PEN,Sucursal 9 - Centro
1717,2B05D082,Leasing,Activo,2022-03-12,,20926.54,0,0,PEN,Sucursal 10 - Norte
1718,2B05D082,Tarjeta Crédito,Vencido,2022-09-05,2024-01-29,1048.32,2366.8,3.1,JPY,Sucursal 15 - Sur
1719,2B05D082,Fondo Mutuo,En proceso de aprobación,2018-04-07,2018-09-17,87813.63,0,14.09,PEN,Sucursal 19 - Norte
1720,73BF212D,Seguro Vida,Cancelado,2023-08-04,,42213.41,0,0,BRL,Sucursal 9 - Centro
1721,73BF212D,Seguro Automóvil,Activo,2020-08-14,,37012.07,0,0,BRL,Sucursal 7 - Norte
1722,8AC09059,Seguro Automóvil,Bloqueado,2019-10-10,,22650.84,0,0,USD,Sucursal 6 - Oeste
1723,8AC09059,CDT,En proceso de aprobación,2019-09-28,2020-07-05,17333.89,0,22.3,MXN,Sucursal 1 - Oeste
1724,8AC09059,Cuenta Ahorros,Moroso,2023-04-12,,78641.15,0,0,COP,Sucursal 12 - Sur
1725,8AC09059,Seguro Vida,Cerrado,2019-06-25,,97554.66,0,0,CLP,Sucursal 10 - Norte
1726,8AC09059,Préstamo Hipotecario,Cancelado,2020-07-06,2024-08-02,15283.84,26975.48,0.91,JPY,Sucursal 7 - Norte
1727,D178A54F,Fondo Mutuo,Moroso,2022-12-30,2025-02-27,69495.6,0,17.68,MXN,Sucursal 15 - Sur
1728,F1784F78,Cuenta Corriente,Bloqueado,2019-08-21,,33844.2,0,0,EUR,Sucursal 9 - Centro
1729,F1784F78,Fondo Mutuo,Activo,2020-12-08,2022-03-03,84621.34,0,19.16,ARS,Sucursal 11 - Centro
1730,1029CB34,Leasing,Bloqueado,2019-09-10,,16201.66,0,0,COP,Sucursal 16 - Centro
1731,1029CB34,Tarjeta Crédito,En proceso de aprobación,2019-06-04,2020-01-30,21342.0,54802.83,1.37,COP,Sucursal 18 - Oeste
1732,1029CB34,Seguro Automóvil,Inactivo,2023-04-16,,11548.61,0,0,BRL,Sucursal 4 - Norte
1733,1029CB34,Seguro Automóvil,Activo,2020-06-05,,37428.46,0,0,CLP,Sucursal 20 - Este
1734,1029CB34,Seguro Automóvil,Cerrado,2018-08-08,,14136.46,0,0,USD,Sucursal 9 - Centro
1735,75EDD1F9,Leasing,En proceso de aprobación,2018-08-19,,47488.63,0,0,BRL,Sucursal 16 - Centro
1736,95C4BAB6,Inversión a Plazo,Moroso,2023-03-07,2025-09-22,75263.06,0,14.2,CLP,Sucursal 4 - Norte
1737,95C4BAB6,Seguro Vida,Activo,2022-09-23,,32625.91,0,0,PEN,Sucursal 5 - Oeste
1738,95C4BAB6,Cuenta Corriente,Bloqueado,2021-11-07,,13497.97,0,0,ARS,Sucursal 13 - Centro
1739,95C4BAB6,Préstamo Automotriz,Activo,2019-05-09,2024-01-29,46112.91,127254.86,13.57,PEN,Sucursal 5 - Oeste
1740,95C4BAB6,CDT,Vencido,2022-07-07,2023-02-04,25170.17,0,16.12,GBP,Sucursal 10 - Norte
1741,9326987E,Leasing,Cerrado,2019-08-15,,43932.83,0,0,GBP,Sucursal 8 - Oeste
1742,9326987E,Seguro Vida,Vencido,2018-12-31,,36480.61,0,0,GBP,Sucursal 13 - Centro
1743,9326987E,Préstamo Personal,Vencido,2018-02-27,2019-01-27,33368.45,49575.16,13.48,ARS,Sucursal 18 - Oeste
1744,9326987E,Seguro Automóvil,Bloqueado,2019-12-19,,8446.99,0,0,JPY,Sucursal 5 - Oeste
1745,9326987E,Inversión a Plazo,Activo,2019-06-09,2022-01-29,29156.36,0,4.05,USD,Sucursal 20 - Este
1746,F03A66D0,Leasing,Activo,2022-08-22,,78331.37,0,0,EUR,Sucursal 14 - Norte
1747,F03A66D0,Seguro Automóvil,Activo,2022-12-21,,50515.36,0,0,USD,Sucursal 15 - Sur
1748,F03A66D0,CDT,Cerrado,2018-06-25,2020-04-13,95016.83,0,5.71,BRL,Sucursal 18 - Oeste
1749,9D892BC8,Préstamo Automotriz,Vencido,2021-08-20,2026-03-21,34889.91,85323.64,17.27,JPY,Sucursal 8 - Oeste
1750,9D892BC8,Préstamo Personal,Bloqueado,2018-01-08,2022-06-08,15711.24,22161.03,11.35,COP,Sucursal 19 - Norte
1751,FEE90D58,Seguro Hogar,Cancelado,2020-06-10,,81047.8,0,0,PEN,Sucursal 2 - Sur
1752,FEE90D58,Préstamo Hipotecario,Vencido,2019-08-09,2021-12-23,10181.52,16639.04,7.99,JPY,Sucursal 17 - Norte
1753,FEE90D58,Préstamo Hipotecario,Bloqueado,2019-09-19,2024-01-16,35763.08,101452.49,14.27,CLP,Sucursal 5 - Oeste
1754,FEE90D58,Seguro Automóvil,Vencido,2020-11-11,,93378.04,0,0,EUR,Sucursal 9 - Centro
1755,9D6D675F,Seguro Automóvil,Cerrado,2020-11-02,,73497.92,0,0,JPY,Sucursal 12 - Sur
1756,9D6D675F,Préstamo Hipotecario,Moroso,2022-05-30,2025-11-03,14708.02,31667.9,4.61,CLP,Sucursal 8 - Oeste
1757,9D6D675F,Cuenta Corriente,En proceso de aprobación,2022-01-29,,79621.02,0,0,PEN,Sucursal 9 - Centro
1758,BC4E56A8,Seguro Hogar,Cancelado,2022-09-14,,9786.77,0,0,COP,Sucursal 7 - Norte
1759,BC4E56A8,CDT,En proceso de aprobación,2022-09-23,2024-04-06,28887.56,0,5.9,BRL,Sucursal 11 - Centro
1760,45254BD4,Préstamo Personal,Inactivo,2020-08-31,2024-07-29,42866.25,82455.07,8.49,USD,Sucursal 7 - Norte
1761,E98CE3EE,CDT,Cancelado,2021-12-17,2022-01-19,55820.13,0,15.32,BRL,Sucursal 6 - Oeste
1762,E98CE3EE,Seguro Vida,Vencido,2023-07-03,,30372.84,0,0,USD,Sucursal 17 - Norte
1763,E98CE3EE,Inversión a Plazo,Vencido,2023-12-23,2026-06-16,38804.03,0,14.87,EUR,Sucursal 6 - Oeste
1764,C8990CE2,Cuenta Corriente,Inactivo,2020-01-29,,16809.19,0,0,USD,Sucursal 8 - Oeste
1765,8925FDB3,Leasing,Inactivo,2019-05-13,,93425.17,0,0,BRL,Sucursal 6 - Oeste
1766,EDB264B0,Fondo Mutuo,Moroso,2023-01-22,2023-06-30,22208.01,0,3.38,MXN,Sucursal 11 - Centro
1767,EDB264B0,Préstamo Automotriz,Activo,2022-05-20,2024-10-18,32675.28,79007.87,8.69,ARS,Sucursal 14 - Norte
1768,EDB264B0,Préstamo Personal,Cerrado,2021-09-17,2024-06-20,30386.32,81146.56,2.3,BRL,Sucursal 16 - Centro
1769,EDB264B0,Préstamo Automotriz,Cerrado,2022-06-22,2024-11-01,5014.46,13421.75,1.91,PEN,Sucursal 7 - Norte
1770,EDB264B0,Leasing,Activo,2018-09-09,,34478.47,0,0,PEN,Sucursal 7 - Norte
1771,89A2A131,CDT,Inactivo,2023-03-10,2024-11-09,82079.0,0,18.98,EUR,Sucursal 18 - Oeste
1772,E885907A,Seguro Hogar,Bloqueado,2020-08-27,,90498.55,0,0,USD,Sucursal 11 - Centro
1773,E885907A,Cuenta Corriente,Activo,2022-07-13,,75319.15,0,0,GBP,Sucursal 16 - Centro
1774,E885907A,Seguro Vida,Vencido,2022-03-10,,55832.61,0,0,BRL,Sucursal 1 - Oeste
1775,E885907A,CDT,Bloqueado,2021-02-03,2023-07-15,79282.67,0,16.1,GBP,Sucursal 14 - Norte
