id_pago,id_producto,id_cliente,numero_cuota,fecha_pago,monto_capital,monto_interes,monto_total,dias_mora,monto_mora,metodo_pago
7705,1429,CC4ED3F6,18,2023-08-07,368.25,157.82,526.07,0,0,Banca Móvil
7706,1429,CC4ED3F6,28,2023-07-09,1263.74,541.6,1805.34,0,0,Efectivo
7707,1429,CC4ED3F6,54,2022-10-11,996.23,426.95,1423.18,18,42.7,Cheque
7708,1429,CC4ED3F6,12,2022-03-19,80.67,34.57,115.24,0,0,Banca Móvil
7709,1429,CC4ED3F6,50,2022-10-24,453.83,194.5,648.33,0,0,Transferencia
7710,1429,CC4ED3F6,57,2022-08-27,803.93,344.54,1148.47,0,0,Efectivo
7711,1429,CC4ED3F6,41,2023-03-27,1295.66,555.28,1850.94,0,0,Débito Automático
7712,1429,CC4ED3F6,8,2022-10-29,81.31,34.85,116.16,0,0,Transferencia
7713,1429,CC4ED3F6,51,2022-03-09,1134.81,486.35,1621.15,1,2.7,Débito Automático
7714,1429,CC4ED3F6,37,2022-01-09,882.15,378.06,1260.21,0,0,Cheque
7715,1429,CC4ED3F6,32,2023-10-01,831.35,356.29,1187.64,0,0,Banca Móvil
7716,1429,CC4ED3F6,23,2022-03-23,1025.5,439.5,1465.0,46,112.32,Efectivo
7717,1429,CC4ED3F6,29,2022-12-15,766.71,328.59,1095.3,0,0,Efectivo
7718,1429,CC4ED3F6,13,2022-05-16,1060.3,454.41,1514.71,0,0,Débito Automático
7719,1429,CC4ED3F6,21,2023-03-25,1122.51,481.07,1603.58,0,0,Débito Automático
7720,1429,CC4ED3F6,43,2022-05-02,387.55,166.09,553.65,0,0,Cheque
7721,1429,CC4ED3F6,6,2022-09-10,950.49,407.35,1357.84,1,2.26,Efectivo
7722,1429,CC4ED3F6,48,2023-03-23,745.49,319.5,1064.99,21,37.27,Cheque
7723,1429,CC4ED3F6,29,2023-05-06,1260.97,540.41,1801.38,0,0,Efectivo
7724,1429,CC4ED3F6,32,2022-06-27,1287.81,551.92,1839.73,0,0,Débito Automático
7725,1429,CC4ED3F6,34,2022-04-19,253.7,108.73,362.43,0,0,Banca Móvil
7726,1429,CC4ED3F6,24,2023-09-03,846.12,362.62,1208.75,45,90.66,Banca Móvil
7727,1431,45C99FDB,32,2022-05-10,327.35,140.29,467.64,0,0,Efectivo
7728,1431,45C99FDB,35,2023-10-21,1116.6,478.54,1595.14,0,0,Banca Móvil
7729,1431,45C99FDB,50,2023-07-31,167.39,71.74,239.13,1,0.4,Cheque
7730,1431,45C99FDB,53,2023-10-14,258.24,110.68,368.92,0,0,Efectivo
7731,1431,45C99FDB,48,2022-02-02,1196.87,512.95,1709.82,0,0,Banca Móvil
7732,1431,45C99FDB,32,2023-03-14,448.57,192.25,640.82,0,0,Banca Móvil
7733,1431,45C99FDB,35,2023-11-15,283.05,121.31,404.35,0,0,Débito Automático
7734,1431,45C99FDB,49,2022-05-21,383.56,164.38,547.94,0,0,Efectivo
7735,1431,45C99FDB,25,2022-01-12,692.5,296.78,989.28,0,0,Cheque
7736,1431,45C99FDB,44,2023-01-17,1335.96,572.56,1908.52,45,143.14,Efectivo
7737,1431,45C99FDB,43,2022-07-12,1047.79,449.05,1496.85,60,149.69,Cheque
7738,1431,45C99FDB,40,2023-06-12,105.36,45.16,150.52,0,0,Efectivo
7739,1431,45C99FDB,51,2023-03-22,559.82,239.92,799.75,0,0,Transferencia
7740,1431,45C99FDB,18,2022-10-25,196.36,84.16,280.52,52,24.31,Banca Móvil
7741,1431,45C99FDB,23,2023-12-17,592.2,253.8,846.0,49,69.09,Débito Automático
7742,1431,45C99FDB,21,2022-09-14,560.38,240.16,800.55,0,0,Banca Móvil
7743,1431,45C99FDB,3,2023-08-15,310.76,133.19,443.95,13,9.62,Débito Automático
7744,1431,45C99FDB,17,2022-09-15,821.35,352.01,1173.36,0,0,Débito Automático
7745,1431,45C99FDB,28,2022-10-23,936.34,401.29,1337.63,37,82.49,Banca Móvil
7746,1433,45C99FDB,14,2022-01-20,1318.94,565.26,1884.2,20,62.81,Efectivo
7747,1433,45C99FDB,30,2022-06-05,1223.36,524.29,1747.65,0,0,Cheque
7748,1433,45C99FDB,51,2022-06-05,979.81,419.92,1399.73,3,7.0,Débito Automático
7749,1433,45C99FDB,3,2023-07-30,1336.89,572.95,1909.84,5,15.92,Débito Automático
7750,1433,45C99FDB,45,2022-12-05,1168.83,500.93,1669.76,11,30.61,Cheque
7751,1433,45C99FDB,28,2023-10-23,1234.27,528.98,1763.25,7,20.57,Efectivo
7752,1433,45C99FDB,9,2022-06-07,1269.68,544.15,1813.83,0,0,Débito Automático
7753,1433,45C99FDB,51,2022-10-20,1188.63,509.41,1698.04,0,0,Efectivo
7754,1433,45C99FDB,16,2022-06-23,187.54,80.37,267.91,0,0,Débito Automático
7755,1433,45C99FDB,32,2022-10-02,115.65,49.56,165.21,0,0,Banca Móvil
7756,1433,45C99FDB,8,2022-01-04,967.88,414.8,1382.68,18,41.48,Cheque
7757,1433,45C99FDB,28,2022-01-04,779.53,334.09,1113.62,6,11.14,Banca Móvil
7758,1433,45C99FDB,54,2022-05-16,725.21,310.81,1036.02,55,94.97,Efectivo
7759,1433,45C99FDB,7,2023-11-01,200.42,85.9,286.32,0,0,Débito Automático
7760,1433,45C99FDB,29,2022-10-16,701.95,300.84,1002.79,0,0,Banca Móvil
7761,1433,45C99FDB,7,2022-02-11,502.85,215.51,718.36,0,0,Débito Automático
7762,1433,45C99FDB,32,2023-01-02,1112.1,476.61,1588.71,0,0,Transferencia
7763,1433,45C99FDB,5,2022-08-02,1341.89,575.09,1916.98,0,0,Débito Automático
7764,1433,45C99FDB,39,2023-02-16,1117.27,478.83,1596.1,0,0,Cheque
7765,1433,45C99FDB,26,2023-06-21,344.03,147.44,491.47,0,0,Débito Automático
7766,1433,45C99FDB,29,2023-08-09,1186.56,508.53,1695.09,0,0,Débito Automático
7767,1433,45C99FDB,54,2022-07-14,932.74,399.74,1332.48,0,0,Transferencia
7768,1433,45C99FDB,12,2022-09-12,789.91,338.53,1128.44,0,0,Cheque
7769,1433,45C99FDB,32,2022-07-24,550.19,235.8,785.99,0,0,Cheque
7770,1433,45C99FDB,59,2023-11-26,525.4,225.17,750.57,0,0,Efectivo
7771,1433,45C99FDB,15,2022-01-10,387.19,165.94,553.13,0,0,Transferencia
7772,1433,45C99FDB,44,2022-12-04,567.97,243.41,811.38,18,24.34,Transferencia
7773,1433,45C99FDB,37,2023-12-28,346.3,148.42,494.72,0,0,Efectivo
7774,1433,45C99FDB,6,2022-07-27,1349.75,578.47,1928.22,0,0,Efectivo
7775,1433,45C99FDB,6,2022-07-15,1250.12,535.76,1785.88,0,0,Transferencia
7776,1436,768064DF,24,2022-07-26,102.84,44.08,146.92,0,0,Efectivo
7777,1436,768064DF,51,2023-09-26,1399.12,599.62,1998.75,0,0,Banca Móvil
7778,1436,768064DF,18,2023-10-20,1398.14,599.2,1997.34,13,43.28,Transferencia
7779,1436,768064DF,50,2023-10-02,210.13,90.05,300.18,0,0,Débito Automático
7780,1436,768064DF,52,2023-02-05,1205.67,516.72,1722.39,0,0,Débito Automático
7781,1436,768064DF,45,2022-09-05,1112.96,476.98,1589.94,0,0,Banca Móvil
7782,1436,768064DF,36,2022-02-16,367.53,157.51,525.04,26,22.75,Cheque
7783,1436,768064DF,24,2023-03-21,1157.76,496.18,1653.94,0,0,Débito Automático
7784,1436,768064DF,27,2022-10-06,532.93,228.4,761.33,7,8.88,Débito Automático
7785,1436,768064DF,2,2023-10-10,304.78,130.62,435.4,0,0,Banca Móvil
7786,1436,768064DF,23,2022-06-24,871.9,373.67,1245.57,0,0,Transferencia
7787,1436,768064DF,28,2022-06-25,453.59,194.4,647.99,0,0,Efectivo
7788,1436,768064DF,53,2023-11-07,492.81,211.2,704.01,0,0,Efectivo
7789,1436,768064DF,46,2022-11-16,893.98,383.13,1277.11,0,0,Débito Automático
7790,1436,768064DF,36,2022-05-21,773.43,331.47,1104.9,25,46.04,Débito Automático
7791,1436,768064DF,45,2023-03-28,418.28,179.26,597.55,0,0,Banca Móvil
7792,1436,768064DF,1,2022-01-13,1221.77,523.61,1745.38,0,0,Débito Automático
7793,1436,768064DF,11,2023-02-13,666.6,285.69,952.29,38,60.31,Banca Móvil
7794,1436,768064DF,20,2022-05-20,1354.36,580.44,1934.8,25,80.62,Débito Automático
7795,1438,E528FEF0,3,2023-07-21,248.0,106.29,354.29,0,0,Transferencia
7796,1438,E528FEF0,26,2023-06-18,1229.79,527.05,1756.84,0,0,Cheque
7797,1438,E528FEF0,37,2022-01-31,1031.0,441.86,1472.86,0,0,Cheque
7798,1438,E528FEF0,55,2022-09-27,255.7,109.58,365.28,0,0,Débito Automático
7799,1438,E528FEF0,3,2023-03-23,1052.79,451.2,1503.99,0,0,Cheque
7800,1438,E528FEF0,19,2023-05-24,931.35,399.15,1330.5,0,0,Cheque
7801,1438,E528FEF0,2,2023-03-11,873.94,374.54,1248.48,0,0,Efectivo
7802,1438,E528FEF0,39,2022-01-24,836.56,358.52,1195.08,0,0,Efectivo
7803,1438,E528FEF0,16,2022-11-09,948.66,406.57,1355.23,39,88.09,Efectivo
7804,1438,E528FEF0,49,2022-09-09,310.19,132.94,443.13,2,1.48,Banca Móvil
7805,1438,E528FEF0,19,2023-07-09,918.23,393.53,1311.76,0,0,Transferencia
7806,1438,E528FEF0,3,2023-10-23,179.98,77.13,257.11,0,0,Banca Móvil
7807,1438,E528FEF0,20,2022-08-20,756.21,324.09,1080.3,0,0,Efectivo
7808,1438,E528FEF0,34,2023-07-22,785.5,336.65,1122.15,0,0,Banca Móvil
7809,1438,E528FEF0,51,2023-11-12,396.14,169.77,565.91,0,0,Transferencia
7810,1438,E528FEF0,42,2022-01-15,456.66,195.71,652.37,0,0,Efectivo
7811,1438,E528FEF0,47,2023-03-01,942.11,403.76,1345.87,0,0,Efectivo
7812,1438,E528FEF0,15,2022-12-27,496.22,212.67,708.89,0,0,Débito Automático
7813,1438,E528FEF0,26,2022-04-27,648.84,278.07,926.91,35,54.07,Banca Móvil
7814,1438,E528FEF0,57,2022-04-11,1151.64,493.56,1645.2,0,0,Transferencia
7815,1441,2F12E526,5,2022-04-25,695.2,297.94,993.14,0,0,Débito Automático
7816,1441,2F12E526,47,2022-07-16,605.81,259.63,865.44,50,72.12,Débito Automático
7817,1441,2F12E526,56,2022-06-25,328.17,140.64,468.81,0,0,Débito Automático
7818,1441,2F12E526,51,2023-11-16,293.67,125.86,419.53,0,0,Banca Móvil
7819,1441,2F12E526,53,2022-01-30,1224.96,524.99,1749.95,55,160.41,Transferencia
7820,1441,2F12E526,58,2022-03-19,145.03,62.16,207.19,0,0,Banca Móvil
7821,1441,2F12E526,49,2023-07-13,666.9,285.82,952.72,17,26.99,Efectivo
7822,1444,9FB23D7E,54,2022-07-20,508.42,217.9,726.32,0,0,Cheque
7823,1444,9FB23D7E,35,2022-09-19,228.86,98.08,326.94,0,0,Débito Automático
7824,1444,9FB23D7E,50,2023-06-22,709.93,304.25,1014.18,0,0,Cheque
7825,1444,9FB23D7E,20,2022-01-05,414.36,177.58,591.94,39,38.48,Transferencia
7826,1444,9FB23D7E,31,2022-09-01,645.89,276.81,922.7,0,0,Transferencia
7827,1444,9FB23D7E,56,2023-06-21,1227.09,525.9,1752.99,0,0,Transferencia
7828,1444,9FB23D7E,52,2022-10-17,1279.71,548.45,1828.16,0,0,Efectivo
7829,1444,9FB23D7E,51,2023-05-27,297.92,127.68,425.6,0,0,Transferencia
7830,1444,9FB23D7E,55,2022-01-04,799.75,342.75,1142.5,0,0,Cheque
7831,1444,9FB23D7E,40,2022-08-15,1180.59,505.97,1686.56,0,0,Transferencia
7832,1450,098D6495,48,2022-06-26,304.79,130.63,435.42,0,0,Efectivo
7833,1450,098D6495,9,2022-07-24,799.47,342.63,1142.1,0,0,Banca Móvil
7834,1450,098D6495,7,2022-02-19,546.72,234.31,781.03,9,11.72,Transferencia
7835,1450,098D6495,54,2022-06-02,468.1,200.62,668.72,0,0,Banca Móvil
7836,1450,098D6495,39,2022-12-04,1126.57,482.81,1609.38,0,0,Débito Automático
7837,1450,098D6495,5,2022-12-26,146.47,62.77,209.25,0,0,Transferencia
7838,1450,098D6495,46,2022-03-17,788.2,337.8,1126.0,0,0,Banca Móvil
7839,1450,098D6495,5,2023-02-24,952.91,408.39,1361.3,13,29.49,Banca Móvil
7840,1450,098D6495,52,2022-07-19,206.86,88.65,295.51,0,0,Efectivo
7841,1450,098D6495,40,2023-10-06,348.54,149.37,497.91,0,0,Débito Automático
7842,1450,098D6495,43,2022-06-29,317.99,136.28,454.27,46,34.83,Transferencia
7843,1450,098D6495,42,2023-01-26,838.93,359.54,1198.47,52,103.87,Transferencia
7844,1450,098D6495,53,2022-01-20,1131.11,484.76,1615.87,0,0,Banca Móvil
7845,1450,098D6495,9,2023-02-03,972.71,416.87,1389.58,0,0,Débito Automático
7846,1450,098D6495,5,2023-10-24,106.16,45.5,151.66,50,12.64,Cheque
7847,1450,098D6495,51,2023-09-03,747.39,320.31,1067.7,0,0,Débito Automático
7848,1450,098D6495,58,2023-01-28,1231.8,527.92,1759.72,0,0,Cheque
7849,1450,098D6495,42,2022-10-18,718.59,307.97,1026.56,0,0,Transferencia
7850,1450,098D6495,3,2023-09-26,400.74,171.74,572.48,0,0,Efectivo
7851,1450,098D6495,35,2022-11-23,1059.58,454.11,1513.69,0,0,Débito Automático
7852,1450,098D6495,34,2022-08-24,477.42,204.61,682.03,10,11.37,Banca Móvil
7853,1450,098D6495,6,2022-08-25,1199.22,513.95,1713.17,0,0,Efectivo
7854,1450,098D6495,13,2022-09-10,112.94,48.4,161.34,3,0.81,Banca Móvil
7855,1450,098D6495,3,2023-06-12,763.67,327.29,1090.96,43,78.19,Banca Móvil
7856,1450,098D6495,27,2023-06-19,501.9,215.1,717.0,0,0,Efectivo
7857,1452,EE80390A,32,2022-04-15,488.8,209.49,698.29,20,23.28,Cheque
7858,1452,EE80390A,36,2023-08-04,1070.93,458.97,1529.9,0,0,Transferencia
7859,1452,EE80390A,31,2022-04-21,443.65,190.14,633.79,0,0,Débito Automático
7860,1452,EE80390A,5,2023-10-28,839.96,359.98,1199.94,0,0,Banca Móvil
7861,1452,EE80390A,57,2022-10-15,191.54,82.09,273.63,0,0,Débito Automático
7862,1452,EE80390A,46,2022-01-22,215.18,92.22,307.4,51,26.13,Efectivo
7863,1452,EE80390A,57,2022-10-09,496.17,212.64,708.81,0,0,Banca Móvil
7864,1452,EE80390A,18,2022-05-12,1167.84,500.5,1668.34,16,44.49,Transferencia
7865,1452,EE80390A,54,2022-12-25,560.44,240.19,800.63,59,78.73,Cheque
7866,1452,EE80390A,32,2022-07-28,288.84,123.79,412.63,26,17.88,Banca Móvil
7867,1452,EE80390A,23,2022-09-28,1102.49,472.5,1574.99,0,0,Banca Móvil
7868,1452,EE80390A,10,2022-03-07,456.99,195.85,652.84,0,0,Cheque
7869,1452,EE80390A,52,2023-08-08,1103.07,472.75,1575.82,0,0,Efectivo
7870,1452,EE80390A,15,2023-10-29,948.85,406.65,1355.5,8,18.07,Efectivo
7871,1452,EE80390A,36,2022-03-15,83.57,35.82,119.39,0,0,Débito Automático
7872,1452,EE80390A,3,2022-09-27,362.57,155.39,517.96,40,34.53,Débito Automático
7873,1452,EE80390A,4,2022-11-23,694.55,297.66,992.21,57,94.26,Débito Automático
7874,1452,EE80390A,24,2023-07-21,796.22,341.24,1137.46,0,0,Transferencia
7875,1452,EE80390A,51,2023-04-23,77.94,33.4,111.34,0,0,Débito Automático
7876,1452,EE80390A,20,2022-03-18,449.49,192.64,642.13,0,0,Banca Móvil
7877,1452,EE80390A,19,2023-10-28,1295.73,555.31,1851.05,0,0,Banca Móvil
7878,1452,EE80390A,3,2022-12-28,854.7,366.3,1221.0,0,0,Transferencia
7879,1452,EE80390A,59,2023-04-10,1093.54,468.66,1562.2,1,2.6,Transferencia
7880,1452,EE80390A,38,2023-07-19,718.56,307.96,1026.52,42,71.86,Cheque
7881,1452,EE80390A,59,2022-08-27,1149.95,492.84,1642.79,52,142.38,Cheque
7882,1454,F8A5B580,24,2022-10-31,842.76,361.19,1203.95,0,0,Débito Automático
7883,1454,F8A5B580,54,2022-08-15,599.57,256.96,856.53,0,0,Banca Móvil
7884,1454,F8A5B580,6,2023-08-23,132.31,56.7,189.01,0,0,Banca Móvil
7885,1454,F8A5B580,31,2022-10-04,771.35,330.58,1101.93,0,0,Débito Automático
7886,1454,F8A5B580,52,2022-06-17,746.32,319.85,1066.17,0,0,Transferencia
7887,1454,F8A5B580,39,2023-02-08,429.78,184.19,613.97,0,0,Cheque
7888,1454,F8A5B580,33,2022-12-23,519.64,222.7,742.34,0,0,Transferencia
7889,1454,F8A5B580,43,2022-05-23,193.38,82.88,276.26,0,0,Débito Automático
7890,1454,F8A5B580,38,2023-06-27,410.58,175.96,586.54,0,0,Cheque
7891,1454,F8A5B580,19,2022-05-14,317.77,136.19,453.96,0,0,Cheque
7892,1454,F8A5B580,19,2023-08-04,1269.27,543.98,1813.25,0,0,Cheque
7893,1454,F8A5B580,37,2022-10-14,608.41,260.75,869.16,59,85.47,Cheque
7894,1454,F8A5B580,14,2022-09-13,1262.16,540.92,1803.08,0,0,Débito Automático
7895,1454,F8A5B580,51,2022-03-31,316.84,135.79,452.63,0,0,Cheque
7896,1454,F8A5B580,12,2023-12-20,828.93,355.26,1184.19,0,0,Efectivo
7897,1454,F8A5B580,34,2022-10-16,135.96,58.27,194.23,0,0,Débito Automático
7898,1454,F8A5B580,33,2022-07-02,715.43,306.61,1022.05,0,0,Débito Automático
7899,1454,F8A5B580,9,2023-05-15,1107.69,474.72,1582.41,0,0,Banca Móvil
7900,1454,F8A5B580,4,2022-08-21,216.9,92.96,309.86,0,0,Débito Automático
7901,1454,F8A5B580,16,2023-07-09,688.97,295.27,984.25,0,0,Efectivo
7902,1454,F8A5B580,44,2023-03-18,179.4,76.89,256.29,0,0,Débito Automático
7903,1454,F8A5B580,36,2023-01-22,771.07,330.46,1101.53,0,0,Débito Automático
7904,1454,F8A5B580,53,2022-09-26,151.47,64.92,216.39,0,0,Transferencia
7905,1463,71C87D24,18,2023-04-16,435.14,186.49,621.63,0,0,Transferencia
7906,1463,71C87D24,19,2023-10-18,690.12,295.77,985.89,10,16.43,Cheque
7907,1463,71C87D24,2,2022-10-19,1016.64,435.7,1452.35,1,2.42,Banca Móvil
7908,1463,71C87D24,37,2022-08-01,600.37,257.3,857.67,0,0,Transferencia
7909,1463,71C87D24,4,2023-09-30,1218.99,522.43,1741.42,29,84.17,Cheque
7910,1463,71C87D24,23,2023-10-25,924.76,396.33,1321.09,50,110.09,Efectivo
7911,1466,4E31FDB0,60,2023-10-19,933.13,399.91,1333.04,0,0,Banca Móvil
7912,1466,4E31FDB0,20,2023-07-07,927.07,397.31,1324.38,0,0,Cheque
7913,1466,4E31FDB0,56,2022-07-15,386.1,165.47,551.57,0,0,Débito Automático
7914,1466,4E31FDB0,50,2022-08-26,1157.44,496.05,1653.49,0,0,Cheque
7915,1466,4E31FDB0,56,2023-07-04,1196.66,512.85,1709.51,0,0,Banca Móvil
7916,1466,4E31FDB0,28,2023-10-25,369.95,158.55,528.5,0,0,Cheque
7917,1466,4E31FDB0,51,2023-07-31,509.94,218.54,728.48,0,0,Débito Automático
7918,1468,4E31FDB0,45,2022-01-03,833.29,357.13,1190.42,0,0,Banca Móvil
7919,1468,4E31FDB0,35,2022-06-18,1184.17,507.5,1691.67,0,0,Transferencia
7920,1468,4E31FDB0,52,2022-03-25,477.39,204.59,681.98,0,0,Transferencia
7921,1468,4E31FDB0,24,2023-08-24,622.62,266.83,889.45,15,22.24,Efectivo
7922,1468,4E31FDB0,15,2022-11-11,1059.17,453.93,1513.1,0,0,Transferencia
7923,1468,4E31FDB0,8,2023-01-10,246.25,105.53,351.78,12,7.04,Cheque
7924,1468,4E31FDB0,39,2023-09-24,1237.8,530.48,1768.28,0,0,Efectivo
7925,1468,4E31FDB0,34,2023-01-23,586.33,251.29,837.62,22,30.71,Banca Móvil
7926,1468,4E31FDB0,56,2023-04-25,769.44,329.76,1099.2,0,0,Débito Automático
7927,1468,4E31FDB0,28,2022-11-17,871.87,373.66,1245.53,0,0,Débito Automático
7928,1468,4E31FDB0,14,2023-12-05,1349.54,578.37,1927.91,1,3.21,Transferencia
7929,1468,4E31FDB0,37,2022-03-15,1181.96,506.55,1688.51,0,0,Efectivo
7930,1468,4E31FDB0,5,2023-09-11,824.43,353.33,1177.76,0,0,Banca Móvil
7931,1468,4E31FDB0,15,2022-08-04,253.47,108.63,362.1,22,13.28,Transferencia
7932,1468,4E31FDB0,29,2022-07-14,144.84,62.07,206.91,0,0,Banca Móvil
7933,1468,4E31FDB0,55,2022-12-08,697.4,298.89,996.29,25,41.51,Cheque
7934,1468,4E31FDB0,32,2022-01-09,340.61,145.98,486.59,0,0,Débito Automático
7935,1468,4E31FDB0,2,2022-01-31,121.06,51.88,172.95,0,0,Cheque
7936,1468,4E31FDB0,60,2022-10-26,685.87,293.94,979.81,19,31.03,Efectivo
7937,1468,4E31FDB0,48,2022-10-18,254.83,109.22,364.05,0,0,Transferencia
7938,1468,4E31FDB0,49,2022-03-05,584.1,250.33,834.43,35,48.68,Transferencia
7939,1468,4E31FDB0,15,2023-08-21,1115.69,478.15,1593.85,47,124.85,Cheque
7940,1468,4E31FDB0,42,2022-11-05,681.61,292.12,973.73,0,0,Banca Móvil
7941,1468,4E31FDB0,48,2023-06-23,92.18,39.5,131.68,48,10.53,Transferencia
7942,1468,4E31FDB0,9,2022-11-03,1392.32,596.71,1989.03,0,0,Transferencia
7943,1468,4E31FDB0,48,2023-08-04,826.57,354.25,1180.82,0,0,Cheque
7944,1468,4E31FDB0,44,2023-12-31,402.82,172.64,575.46,0,0,Débito Automático
7945,1468,4E31FDB0,14,2022-05-27,552.26,236.68,788.94,0,0,Banca Móvil
7946,1468,4E31FDB0,33,2022-04-22,881.01,377.58,1258.59,47,98.59,Efectivo
7947,1468,4E31FDB0,4,2023-12-12,228.32,97.85,326.17,0,0,Efectivo
7948,1468,4E31FDB0,4,2022-12-05,655.84,281.08,936.92,0,0,Banca Móvil
7949,1468,4E31FDB0,11,2023-05-03,830.38,355.88,1186.26,0,0,Débito Automático
7950,1472,4B74402E,36,2022-09-06,936.86,401.51,1338.37,0,0,Débito Automático
7951,1472,4B74402E,7,2022-06-26,1102.74,472.6,1575.35,56,147.03,Cheque
7952,1472,4B74402E,5,2023-06-06,1043.68,447.29,1490.97,0,0,Efectivo
7953,1472,4B74402E,27,2023-10-19,498.22,213.53,711.75,12,14.23,Banca Móvil
7954,1472,4B74402E,40,2022-04-27,185.38,79.45,264.83,0,0,Transferencia
7955,1472,4B74402E,36,2022-07-11,339.25,145.39,484.64,0,0,Efectivo
7956,1472,4B74402E,4,2022-11-07,585.27,250.83,836.1,22,30.66,Transferencia
7957,1472,4B74402E,40,2022-10-26,1061.65,454.99,1516.64,22,55.61,Efectivo
7958,1472,4B74402E,34,2023-01-31,580.0,248.57,828.57,0,0,Cheque
7959,1472,4B74402E,48,2023-12-01,414.5,177.64,592.14,0,0,Cheque
7960,1472,4B74402E,48,2022-01-23,291.48,124.92,416.4,0,0,Cheque
7961,1472,4B74402E,56,2022-09-08,95.07,40.75,135.82,0,0,Efectivo
7962,1472,4B74402E,14,2023-02-08,500.39,214.45,714.84,0,0,Débito Automático
7963,1472,4B74402E,33,2023-01-08,1149.32,492.57,1641.89,33,90.3,Banca Móvil
7964,1472,4B74402E,20,2023-09-01,108.98,46.7,155.68,0,0,Efectivo
7965,1472,4B74402E,41,2023-08-27,826.22,354.09,1180.31,0,0,Transferencia
7966,1472,4B74402E,39,2023-07-07,456.67,195.71,652.38,0,0,Débito Automático
7967,1472,4B74402E,14,2023-05-22,275.31,117.99,393.3,44,28.84,Transferencia
7968,1472,4B74402E,11,2023-10-04,842.3,360.99,1203.29,0,0,Efectivo
7969,1472,4B74402E,11,2023-09-13,1311.15,561.92,1873.07,0,0,Efectivo
7970,1472,4B74402E,21,2022-10-22,325.39,139.45,464.84,11,8.52,Cheque
7971,1472,4B74402E,7,2023-06-14,1206.83,517.21,1724.04,0,0,Transferencia
7972,1472,4B74402E,50,2023-11-12,328.58,140.82,469.4,38,29.73,Débito Automático
7973,1472,4B74402E,11,2023-02-12,704.15,301.78,1005.93,0,0,Cheque
7974,1472,4B74402E,32,2023-11-23,1328.31,569.27,1897.58,38,120.18,Transferencia
7975,1472,4B74402E,55,2023-12-24,207.8,89.06,296.85,0,0,Efectivo
7976,1472,4B74402E,54,2023-04-12,818.75,350.9,1169.65,44,85.77,Efectivo
7977,1472,4B74402E,54,2023-01-21,1210.33,518.71,1729.04,0,0,Efectivo
7978,1472,4B74402E,28,2023-11-11,162.24,69.53,231.77,0,0,Cheque
7979,1472,4B74402E,42,2023-04-08,459.99,197.14,657.13,0,0,Débito Automático
7980,1472,4B74402E,20,2022-08-28,764.69,327.73,1092.42,29,52.8,Banca Móvil
7981,1476,331BABE8,60,2023-12-27,769.25,329.68,1098.93,47,86.08,Cheque
7982,1476,331BABE8,42,2022-07-30,175.01,75.01,250.02,12,5.0,Cheque
7983,1476,331BABE8,3,2023-07-13,723.14,309.92,1033.06,0,0,Débito Automático
7984,1476,331BABE8,22,2023-04-03,950.34,407.29,1357.63,0,0,Efectivo
7985,1476,331BABE8,21,2023-07-19,693.41,297.18,990.59,43,70.99,Banca Móvil
7986,1476,331BABE8,35,2022-03-01,74.95,32.12,107.07,59,10.53,Débito Automático
7987,1476,331BABE8,21,2023-06-03,922.54,395.37,1317.91,0,0,Débito Automático
7988,1476,331BABE8,40,2022-10-19,132.97,56.99,189.96,10,3.17,Débito Automático
7989,1476,331BABE8,60,2023-11-03,296.52,127.08,423.6,0,0,Transferencia
7990,1476,331BABE8,2,2023-10-29,1026.58,439.96,1466.54,0,0,Banca Móvil
7991,1476,331BABE8,47,2023-03-29,830.93,356.11,1187.05,0,0,Banca Móvil
7992,1476,331BABE8,18,2022-11-08,1297.88,556.24,1854.12,0,0,Efectivo
7993,1476,331BABE8,59,2023-09-22,418.54,179.38,597.92,0,0,Transferencia
7994,1476,331BABE8,54,2022-12-04,809.3,346.84,1156.14,0,0,Débito Automático
7995,1476,331BABE8,44,2022-02-15,306.79,131.48,438.27,0,0,Cheque
7996,1476,331BABE8,59,2022-02-05,116.61,49.98,166.59,42,11.66,Efectivo
7997,1476,331BABE8,37,2023-09-11,1355.38,580.88,1936.25,0,0,Cheque
7998,1476,331BABE8,55,2022-04-02,1225.03,525.01,1750.04,0,0,Efectivo
7999,1476,331BABE8,33,2023-09-13,991.73,425.03,1416.76,0,0,Cheque
8000,1476,331BABE8,6,2022-10-18,535.03,229.3,764.33,27,34.39,Transferencia
8001,1476,331BABE8,34,2022-10-01,311.99,133.71,445.7,0,0,Cheque
8002,1476,331BABE8,60,2022-01-23,394.48,169.06,563.54,0,0,Efectivo
8003,1476,331BABE8,44,2023-08-17,1193.39,511.45,1704.84,47,133.55,Débito Automático
8004,1476,331BABE8,7,2022-02-06,242.65,103.99,346.65,0,0,Efectivo
8005,1476,331BABE8,24,2022-04-19,128.79,55.2,183.99,34,10.43,Banca Móvil
8006,1476,331BABE8,50,2022-11-03,138.89,59.52,198.41,0,0,Efectivo
8007,1479,B7082420,18,2022-01-23,1397.54,598.94,1996.48,0,0,Cheque
8008,1479,B7082420,14,2022-11-26,505.95,216.83,722.78,0,0,Débito Automático
8009,1479,B7082420,10,2023-05-16,801.58,343.54,1145.12,53,101.15,Cheque
8010,1479,B7082420,48,2022-07-19,813.49,348.64,1162.13,60,116.21,Débito Automático
